attributes,business_id,categories,city,full_address,hours,latitude,longitude,name,neighborhoods,open,review_count,stars,state,type,zip_code
"{'Wheelchair Accessible': True, 'Parking': {'street': False, 'lot': True, 'valet': False, 'validated': False, 'garage': False}, 'Price Range': 2, 'Accepts Credit Cards': True}",AqbgC7Gul5Es1rRzGNLDFA,"['Food', 'Desserts']",Scottsdale,"4501 N Scottsdale Rd
Scottsdale, AZ 85251","{'Sunday': {'close': '20:00', 'open': '10:00'}, 'Saturday': {'close': '21:00', 'open': '09:00'}, 'Tuesday': {'close': '21:00', 'open': '09:00'}, 'Monday': {'close': '21:00', 'open': '09:00'}, 'Friday': {'close': '21:00', 'open': '09:00'}, 'Thursday': {'close': '21:00', 'open': '09:00'}, 'Wednesday': {'close': '21:00', 'open': '09:00'}}",33.5024987,-111.9258947,Sprinkles Cupcakes,[],True,459,3.5,AZ,business,85251
"{'Music': {'dj': False}, 'Wi-Fi': 'free', 'Happy Hour': True, 'Alcohol': 'full_bar', 'Wheelchair Accessible': True, 'Good For Groups': True, 'Smoking': 'outdoor', 'Noise Level': 'loud', 'Dogs Allowed': True, 'Take-out': True, 'Good For': {'dinner': True, 'breakfast': False, 'latenight': False, 'dessert': False, 'lunch': False, 'brunch': False}, 'Coat Check': False, 'Takes Reservations': True, 'Attire': 'casual', 'Outdoor Seating': True, 'Parking': {'street': True, 'lot': False, 'valet': False, 'validated': False, 'garage': False}, 'Has TV': True, 'Good For Dancing': False, 'Delivery': False, 'Caters': True, 'Drive-Thru': False, 'Good for Kids': True, 'Ambience': {'upscale': False, 'hipster': False, 'classy': False, 'casual': True, 'touristy': False, 'divey': False, 'romantic': False, 'intimate': False, 'trendy': False}, 'Waiter Service': True, 'Accepts Credit Cards': True, 'Price Range': 2}",Gq092IH6eZqhAXwtXcwc6A,"['Food', 'Pubs', 'Bars', 'Breweries', 'Nightlife']",Chandler,"8 S San Marcos Pl
Chandler, AZ 85225","{'Sunday': {'close': '00:00', 'open': '10:00'}, 'Saturday': {'close': '02:00', 'open': '08:00'}, 'Tuesday': {'close': '00:00', 'open': '11:00'}, 'Monday': {'close': '00:00', 'open': '11:00'}, 'Friday': {'close': '02:00', 'open': '11:00'}, 'Thursday': {'close': '01:00', 'open': '11:00'}, 'Wednesday': {'close': '00:00', 'open': '11:00'}}",33.3032341003418,-111.842529296875,SanTan Brewing Company,[],True,580,4.0,AZ,business,85225
"{'Take-out': True, 'Wi-Fi': 'free', 'Takes Reservations': False, 'Wheelchair Accessible': True, 'Good For Groups': True, 'Attire': 'casual', 'Outdoor Seating': True, 'Accepts Credit Cards': True, 'Has TV': False, 'Noise Level': 'loud', 'Delivery': False, 'Caters': True, 'Good for Kids': False, 'Alcohol': 'beer_and_wine', 'Good For': {'dinner': False, 'breakfast': True, 'latenight': False, 'dessert': False, 'lunch': False, 'brunch': False}, 'Waiter Service': False, 'Dogs Allowed': False, 'Parking': {'street': False, 'lot': True, 'valet': False, 'validated': False, 'garage': False}, 'Price Range': 1, 'Ambience': {'upscale': False, 'hipster': True, 'classy': False, 'casual': False, 'touristy': False, 'divey': False, 'romantic': False, 'intimate': False, 'trendy': False}}",lktu5JPDlQUG-7cV7gOzDQ,"['Food', 'Coffee & Tea']",Tempe,"225 W University Dr
Ste 101
Tempe, AZ 85281","{'Sunday': {'close': '22:00', 'open': '07:00'}, 'Saturday': {'close': '22:00', 'open': '07:00'}, 'Tuesday': {'close': '22:00', 'open': '07:00'}, 'Monday': {'close': '22:00', 'open': '07:00'}, 'Friday': {'close': '22:00', 'open': '07:00'}, 'Thursday': {'close': '22:00', 'open': '07:00'}, 'Wednesday': {'close': '22:00', 'open': '07:00'}}",33.4214126082706,-111.942980289459,Cartel Coffee Lab,[],True,433,4.0,AZ,business,85281
"{'Wheelchair Accessible': True, 'Price Range': 2, 'Parking': {'street': False, 'lot': True, 'valet': False, 'validated': False, 'garage': False}, 'Wi-Fi': 'free', 'Accepts Credit Cards': True}",Bc4DoKgrKCtCuN-0O5He3A,"['Food', 'Ice Cream & Frozen Yogurt']",Scottsdale,"9160 E Shea Blvd
Ste 105
Scottsdale, AZ 85260","{'Sunday': {'close': '22:00', 'open': '12:00'}, 'Saturday': {'close': '23:00', 'open': '12:00'}, 'Tuesday': {'close': '22:00', 'open': '12:00'}, 'Monday': {'close': '22:00', 'open': '12:00'}, 'Friday': {'close': '23:00', 'open': '12:00'}, 'Thursday': {'close': '22:00', 'open': '12:00'}, 'Wednesday': {'close': '22:00', 'open': '12:00'}}",33.5837032,-111.8837393,Sweet Republic,[],True,464,4.5,AZ,business,85260
"{'By Appointment Only': True, 'Wi-Fi': 'paid', 'Wheelchair Accessible': True, 'Dogs Allowed': True, 'Parking': {'street': False, 'lot': False, 'valet': True, 'validated': False, 'garage': True}, 'Price Range': 3, 'Accepts Credit Cards': True}",qt_GH5ZBn6xT0CtzNdrvyQ,"['Hotels & Travel', 'Event Planning & Services', 'Hotels']",Paradise Valley,"4949 E Lincoln Dr
Paradise Valley, AZ 85253","{'Sunday': {'close': '00:00', 'open': '12:00'}, 'Saturday': {'close': '00:00', 'open': '12:00'}, 'Tuesday': {'close': '00:00', 'open': '12:00'}, 'Monday': {'close': '00:00', 'open': '12:00'}, 'Friday': {'close': '00:00', 'open': '12:00'}, 'Thursday': {'close': '00:00', 'open': '12:00'}, 'Wednesday': {'close': '00:00', 'open': '12:00'}}",33.5287694,-111.973172,Omni Montelucia Resort & Spa,[],False,212,4.0,AZ,business,85253
"{'Music': {'live': False, 'video': False, 'jukebox': False, 'dj': True}, 'Coat Check': False, 'Good For Dancing': False, 'Happy Hour': True, 'Alcohol': 'full_bar', 'Wheelchair Accessible': False, 'Good For Groups': True, 'Outdoor Seating': False, 'Accepts Credit Cards': True, 'Has TV': True, 'Noise Level': 'average', 'Smoking': 'outdoor', 'Ambience': {'upscale': False, 'hipster': True, 'classy': False, 'casual': False, 'touristy': False, 'divey': False, 'romantic': False, 'intimate': False, 'trendy': False}, 'Dogs Allowed': False, 'Parking': {'street': True, 'lot': True, 'valet': False, 'validated': False, 'garage': False}, 'Price Range': 2}",9OPheVf5o8sRcRHxJDl4-A,"['Bars', 'Nightlife', 'Lounges']",Phoenix,"1514 N 7th Ave
2nd Fl
Phoenix, AZ 85007","{'Sunday': {'close': '02:00', 'open': '15:00'}, 'Saturday': {'close': '02:00', 'open': '15:00'}, 'Tuesday': {'close': '02:00', 'open': '16:00'}, 'Monday': {'close': '02:00', 'open': '16:00'}, 'Friday': {'close': '02:00', 'open': '15:00'}, 'Thursday': {'close': '02:00', 'open': '16:00'}, 'Wednesday': {'close': '02:00', 'open': '16:00'}}",33.4653447,-112.0828543,SideBar,[],True,297,4.0,AZ,business,85007
"{'Take-out': True, 'Wi-Fi': 'free', 'Takes Reservations': False, 'Wheelchair Accessible': True, 'Outdoor Seating': True, 'Accepts Credit Cards': True, 'Delivery': True, 'Caters': True, 'Alcohol': 'beer_and_wine', 'Waiter Service': False, 'Dogs Allowed': True, 'Parking': {'street': False, 'lot': True, 'valet': False, 'validated': False, 'garage': False}, 'Price Range': 2}",St3jS0PnF1lulH1ggA4Jgw,"['Health Markets', 'Food', 'Specialty Food']",Phoenix,"1590 E Bethany Home Rd
Phoenix, AZ 85014","{'Sunday': {'close': '20:00', 'open': '06:30'}, 'Saturday': {'close': '21:00', 'open': '06:30'}, 'Tuesday': {'close': '21:00', 'open': '06:30'}, 'Monday': {'close': '21:00', 'open': '06:30'}, 'Friday': {'close': '21:00', 'open': '06:30'}, 'Thursday': {'close': '21:00', 'open': '06:30'}, 'Wednesday': {'close': '21:00', 'open': '06:30'}}",33.5239465,-112.0478991,Luci's Healthy Marketplace,[],True,270,4.0,AZ,business,85014
"{'Take-out': False, 'Wi-Fi': 'free', 'Takes Reservations': True, 'Wheelchair Accessible': True, 'By Appointment Only': True, 'Attire': 'dressy', 'Outdoor Seating': True, 'Accepts Credit Cards': True, 'Has TV': True, 'Noise Level': 'quiet', 'Delivery': True, 'Caters': True, 'Price Range': 3, 'Good for Kids': True, 'Alcohol': 'full_bar', 'Good For': {'dinner': False, 'breakfast': False, 'latenight': False, 'dessert': False, 'lunch': False, 'brunch': False}, 'Waiter Service': True, 'Dogs Allowed': True, 'Parking': {'street': False, 'lot': False, 'valet': True, 'validated': False, 'garage': False}, 'Good For Groups': True, 'Ambience': {'upscale': False, 'hipster': False, 'classy': False, 'casual': False, 'touristy': False, 'divey': False, 'romantic': False, 'intimate': False, 'trendy': False}}",5Feaj6aixO_QxKFnkHf3xg,"['Resorts', 'Hotels & Travel']",Phoenix,"2400 E Missouri Ave
Phoenix, AZ 85016","{'Sunday': {'close': '00:00', 'open': '00:00'}, 'Saturday': {'close': '00:00', 'open': '00:00'}, 'Tuesday': {'close': '00:00', 'open': '00:00'}, 'Monday': {'close': '00:00', 'open': '00:00'}, 'Friday': {'close': '00:00', 'open': '00:00'}, 'Thursday': {'close': '00:00', 'open': '00:00'}, 'Wednesday': {'close': '00:00', 'open': '00:00'}}",33.5160662,-112.029562,"Arizona Biltmore, A Waldorf Astoria Resort",[],True,272,3.5,AZ,business,85016
"{'Price Range': 1, 'Wi-Fi': 'free', 'Wheelchair Accessible': True, 'Parking': {'street': True, 'lot': False, 'valet': False, 'validated': False, 'garage': False}, 'Outdoor Seating': False, 'Accepts Credit Cards': True}",CdqTxe171tKTOkk8T15GGA,"['Food', 'Coffee & Tea']",Phoenix,"1437 N 1st St
Phoenix, AZ 85004","{'Sunday': {'close': '19:00', 'open': '07:00'}, 'Saturday': {'close': '19:00', 'open': '07:00'}, 'Tuesday': {'close': '19:00', 'open': '07:00'}, 'Monday': {'close': '19:00', 'open': '07:00'}, 'Friday': {'close': '19:00', 'open': '07:00'}, 'Thursday': {'close': '19:00', 'open': '07:00'}, 'Wednesday': {'close': '19:00', 'open': '07:00'}}",33.465439,-112.0723788,Giant Coffee,[],True,212,4.0,AZ,business,85004
"{'Music': {'jukebox': False, 'video': True, 'dj': False, 'karaoke': False, 'live': False, 'background_music': False}, 'Coat Check': True, 'Good For Dancing': False, 'Happy Hour': False, 'Alcohol': 'none', 'Good For Groups': True, 'Smoking': 'no', 'Accepts Credit Cards': True, 'Has TV': False, 'Noise Level': 'quiet', 'Outdoor Seating': False, 'Good for Kids': True, 'Ambience': {'upscale': False, 'hipster': False, 'classy': True, 'casual': False, 'touristy': False, 'divey': False, 'romantic': False, 'intimate': False, 'trendy': False}, 'Parking': {'street': False, 'lot': True, 'valet': False, 'validated': False, 'garage': False}, 'Price Range': 2}",WnmNF1mNOcbcheVpTv7ucA,"['Museums', 'Arts & Entertainment', 'Nightlife', 'Music Venues']",Phoenix,"4725 E Mayo Blvd
Phoenix, AZ 85050","{'Sunday': {'close': '17:00', 'open': '09:00'}, 'Saturday': {'close': '17:00', 'open': '09:00'}, 'Tuesday': {'close': '17:00', 'open': '09:00'}, 'Monday': {'close': '17:00', 'open': '09:00'}, 'Friday': {'close': '17:00', 'open': '09:00'}, 'Thursday': {'close': '17:00', 'open': '09:00'}, 'Wednesday': {'close': '17:00', 'open': '09:00'}}",33.667728999304,-111.978514194489,Musical Instrument Museum,[],True,231,4.5,AZ,business,85050
"{'Music': {}, 'Wi-Fi': 'no', 'Happy Hour': True, 'Alcohol': 'full_bar', 'Wheelchair Accessible': True, 'Good For Groups': True, 'Smoking': 'outdoor', 'Noise Level': 'average', 'Take-out': True, 'Coat Check': False, 'Takes Reservations': False, 'Attire': 'casual', 'Outdoor Seating': True, 'Parking': {'street': False, 'lot': False, 'valet': True, 'validated': False, 'garage': False}, 'Has TV': False, 'Good For Dancing': True, 'Delivery': False, 'Caters': True, 'Good for Kids': True, 'Good For': {'dinner': True, 'breakfast': False, 'latenight': False, 'dessert': False, 'lunch': False, 'brunch': False}, 'Waiter Service': False, 'Accepts Credit Cards': True, 'Price Range': 2, 'Ambience': {'upscale': False, 'hipster': True, 'classy': False, 'casual': False, 'touristy': False, 'divey': False, 'romantic': False, 'intimate': False, 'trendy': False}}",OdD1GuGNQ64ssJmMJ_D9RQ,"['Bars', 'Nightlife', 'Lounges']",Phoenix,"525 S Central Ave
Phoenix, AZ 85004","{'Sunday': {'close': '18:00', 'open': '10:00'}, 'Saturday': {'close': '01:00', 'open': '11:00'}, 'Tuesday': {'close': '00:00', 'open': '11:00'}, 'Friday': {'close': '01:00', 'open': '11:00'}, 'Thursday': {'close': '00:00', 'open': '11:00'}, 'Wednesday': {'close': '00:00', 'open': '11:00'}}",33.442484,-112.073576,The Duce,[],True,301,3.5,AZ,business,85004
"{'Price Range': 2, 'Accepts Credit Cards': True, 'Good for Kids': False, 'Wi-Fi': 'free'}",CEN7vLJ4uBO-rLt9GwgF6A,"['Arts & Entertainment', 'Resorts', 'Casinos', 'Event Planning & Services', 'Hotels & Travel', 'Hotels']",Scottsdale,"9800 E Indian Bend Rd
Scottsdale, AZ 85256","{'Sunday': {'close': '00:00', 'open': '00:00'}, 'Saturday': {'close': '00:00', 'open': '00:00'}, 'Tuesday': {'close': '00:00', 'open': '00:00'}, 'Monday': {'close': '00:00', 'open': '00:00'}, 'Friday': {'close': '00:00', 'open': '00:00'}, 'Thursday': {'close': '00:00', 'open': '00:00'}, 'Wednesday': {'close': '00:00', 'open': '00:00'}}",33.5408026635083,-111.87235678772,Talking Stick Resort,[],True,328,3.5,AZ,business,85256
"{'Music': {'dj': False}, 'Coat Check': False, 'Good For Dancing': False, 'Happy Hour': True, 'Takes Reservations': True, 'Wheelchair Accessible': True, 'Good For Groups': True, 'Outdoor Seating': True, 'Accepts Credit Cards': True, 'Has TV': False, 'Noise Level': 'average', 'Smoking': 'outdoor', 'Good for Kids': False, 'Alcohol': 'full_bar', 'Ambience': {'upscale': False, 'hipster': False, 'classy': False, 'casual': True, 'touristy': False, 'divey': False, 'romantic': False, 'intimate': False, 'trendy': False}, 'Parking': {'street': False, 'lot': True, 'valet': False, 'validated': False, 'garage': False}, 'Price Range': 2}",M3cJ47HMJaObeI5WtIw71Q,"['Arts & Entertainment', 'Performing Arts', 'Nightlife', 'Comedy Clubs']",Scottsdale,"6820 E 5th Ave
Scottsdale, AZ 85251","{'Friday': {'close': '00:00', 'open': '18:30'}, 'Saturday': {'close': '00:00', 'open': '18:30'}, 'Thursday': {'close': '00:00', 'open': '19:00'}, 'Wednesday': {'close': '00:00', 'open': '19:00'}}",33.4955785,-111.9331869,"Stand-up, Scottsdale! Comedy Club",[],True,263,4.5,AZ,business,85251
"{'Music': {'jukebox': False, 'video': False, 'dj': False, 'karaoke': False, 'live': False, 'background_music': False}, 'Wi-Fi': 'no', 'Happy Hour': True, 'Alcohol': 'full_bar', 'Wheelchair Accessible': True, 'Good For Groups': True, 'Smoking': 'no', 'Noise Level': 'quiet', 'Take-out': False, 'Coat Check': False, 'Takes Reservations': True, 'Attire': 'casual', 'Outdoor Seating': False, 'Parking': {'street': False, 'lot': False, 'valet': True, 'validated': False, 'garage': True}, 'Has TV': True, 'Good For Dancing': False, 'Delivery': False, 'Caters': False, 'Good for Kids': False, 'Good For': {'dinner': True, 'breakfast': False, 'latenight': False, 'dessert': False, 'lunch': False, 'brunch': False}, 'Waiter Service': True, 'Accepts Credit Cards': True, 'Price Range': 3, 'Ambience': {'upscale': False, 'hipster': False, 'classy': False, 'casual': False, 'touristy': False, 'divey': False, 'romantic': False, 'intimate': False, 'trendy': True}}",3SlKa69UVN8KKYYPtlz1ew,"['Arts & Entertainment', 'Cinema']",Scottsdale,"15257 N Scottsdale Rd
Ste F-230
Scottsdale, AZ 85254","{'Sunday': {'close': '01:00', 'open': '10:00'}, 'Saturday': {'close': '01:00', 'open': '10:00'}, 'Tuesday': {'close': '01:00', 'open': '10:00'}, 'Monday': {'close': '01:00', 'open': '10:00'}, 'Friday': {'close': '01:00', 'open': '10:00'}, 'Thursday': {'close': '01:00', 'open': '10:00'}, 'Wednesday': {'close': '01:00', 'open': '10:00'}}",33.6244883,-111.9255046,iPic Theaters,[],True,323,4.0,AZ,business,85254
"{'Music': {'jukebox': False, 'video': False, 'dj': False, 'karaoke': False, 'live': False, 'background_music': True}, 'Coat Check': False, 'Good For Dancing': False, 'Happy Hour': True, 'Alcohol': 'beer_and_wine', 'Wheelchair Accessible': True, 'Good For Groups': True, 'Outdoor Seating': False, 'Accepts Credit Cards': True, 'Has TV': False, 'Noise Level': 'average', 'Smoking': 'no', 'Good for Kids': False, 'Ambience': {'upscale': False, 'hipster': True, 'classy': False, 'casual': False, 'touristy': False, 'divey': False, 'romantic': False, 'intimate': False, 'trendy': False}, 'Dogs Allowed': False, 'Parking': {'street': True, 'lot': True, 'valet': False, 'validated': False, 'garage': False}, 'Price Range': 1}",MYj5f-QxtGeKlhVVx1RD4g,"['Arts & Entertainment', 'Cinema', 'Bars', 'Lounges', 'Nightlife']",Phoenix,"815 N 2nd St
Phoenix, AZ 85004","{'Sunday': {'close': '00:00', 'open': '12:00'}, 'Saturday': {'close': '02:00', 'open': '12:00'}, 'Tuesday': {'close': '00:00', 'open': '12:00'}, 'Monday': {'close': '00:00', 'open': '12:00'}, 'Friday': {'close': '02:00', 'open': '12:00'}, 'Thursday': {'close': '00:00', 'open': '12:00'}, 'Wednesday': {'close': '00:00', 'open': '12:00'}}",33.4570463,-112.070861,FilmBar,[],True,209,4.5,AZ,business,85004
"{'Take-out': True, 'Wi-Fi': 'no', 'Takes Reservations': False, 'Good For Groups': True, 'Attire': 'casual', 'Outdoor Seating': True, 'Accepts Credit Cards': True, 'Has TV': False, 'Noise Level': 'average', 'Delivery': False, 'Caters': False, 'Good for Kids': True, 'Alcohol': 'none', 'Good For': {'dinner': False, 'breakfast': False, 'latenight': False, 'dessert': True, 'lunch': False, 'brunch': False}, 'Waiter Service': False, 'Parking': {'street': False, 'lot': False, 'valet': True, 'validated': False, 'garage': False}, 'Price Range': 1, 'Ambience': {'upscale': False, 'hipster': False, 'classy': False, 'casual': True, 'touristy': False, 'divey': False, 'romantic': False, 'intimate': False, 'trendy': False}}",tAmevVP8B7PiWxcJ0PlYVA,"['Food', 'Ice Cream & Frozen Yogurt', 'Coffee & Tea', 'Desserts']",Phoenix,"5223 N Central Ave
Phoenix, AZ 85012","{'Sunday': {'close': '22:00', 'open': '09:00'}, 'Saturday': {'close': '23:00', 'open': '09:00'}, 'Tuesday': {'close': '23:00', 'open': '11:00'}, 'Monday': {'close': '23:00', 'open': '11:00'}, 'Friday': {'close': '23:00', 'open': '11:00'}, 'Thursday': {'close': '23:00', 'open': '11:00'}, 'Wednesday': {'close': '23:00', 'open': '11:00'}}",33.5135036415709,-112.073389423228,Churn,[],True,332,4.5,AZ,business,85012
"{'Music': {'jukebox': False, 'video': False, 'dj': False, 'karaoke': False, 'live': False, 'background_music': False}, 'Coat Check': False, 'Good For Dancing': False, 'Happy Hour': False, 'Alcohol': 'full_bar', 'Good For Groups': True, 'Smoking': 'outdoor', 'Accepts Credit Cards': True, 'Has TV': False, 'Noise Level': 'average', 'Outdoor Seating': False, 'Good for Kids': False, 'Ambience': {'upscale': False, 'hipster': False, 'classy': False, 'casual': True, 'touristy': False, 'divey': False, 'romantic': False, 'intimate': False, 'trendy': False}, 'Parking': {'street': False, 'lot': False, 'valet': False, 'validated': False, 'garage': True}, 'Price Range': 2}",ppdupQ9MnvVtDTWWW59NKg,"['Arts & Entertainment', 'Performing Arts', 'Nightlife', 'Comedy Clubs']",Phoenix,"50 W Jefferson St
Phoenix, AZ 85003",{},33.4475173,-112.0742715,Stand Up Live,[],True,225,3.0,AZ,business,85003
"{'Take-out': False, 'Wi-Fi': 'no', 'Takes Reservations': True, 'Good For Groups': True, 'Attire': 'casual', 'Outdoor Seating': False, 'Accepts Credit Cards': True, 'Has TV': True, 'Noise Level': 'average', 'Delivery': False, 'Caters': False, 'Good for Kids': True, 'Alcohol': 'full_bar', 'Good For': {'dinner': True, 'breakfast': False, 'latenight': False, 'dessert': False, 'lunch': False, 'brunch': False}, 'Waiter Service': True, 'Parking': {'street': False, 'lot': True, 'valet': False, 'validated': False, 'garage': False}, 'Price Range': 2, 'Ambience': {'upscale': False, 'hipster': False, 'classy': False, 'casual': True, 'touristy': False, 'divey': False, 'romantic': False, 'intimate': False, 'trendy': False}}",Yhfp_vgnh_GirZGeVhj7Gg,"['Arts & Entertainment', 'Cinema']",Scottsdale,"15515 N. Hayden Rd.
Scottsdale, AZ 85260",{},33.6273043125159,-111.894766598404,Studio Movie Grill,[],True,389,3.5,AZ,business,85260
